261573922888220673	n
261647850813943808	y
261668729761447936	y
261671970440101889	y
261672503645179904	y
261675917305331712	y
261814550653988864	y
261855545449930752	y
261858655136256000	n
261862837775892480	n
261920175052435456	n
261922552446849024	y
261930384655278080	y
261942668077170688	y
261961271296016384	n
261976178406080512	n
262200043971420160	y
262209081283076096	y
262214849545789443	y
262291070388404224	y
262296974030675969	y
262297298132946944	n
262326177744707584	n
262349327899439104	y
262402563461222400	y
262625546440155136	n
262654306342301696	y
262683363255652352	y
262784786274320384	n
262910946761117697	n
262935572643971072	y
262984111591915520	y
262984114423083008	y
262984125970006016	y
262984139710537728	y
262984173965434880	y
262984183578775552	y
262984194387492864	y
262984223709863936	y
262984310242545664	y
262984343830540288	y
262984419642597377	y
262984457085132800	y
262984491608440832	y
262984510516375552	y
262984585074327552	y
262984668331261952	y
262984726011318272	y
262984768398970882	y
262984772027023360	y
262985146653868032	y
262985211858518016	y
262985239859712000	y
262985350283145216	y
262985375411212289	y
262985489122992128	y
262985605288443904	y
262985642718404608	y
262985645159493633	y
262985749589274624	y
262985832980418561	y
262986118960644096	y
262986177613803520	y
262986374049832960	y
262986587426652161	y
262986671694430208	y
262987956690751488	y
262988019173318656	y
262988207283650560	y
262988622347763712	y
262989126012391424	y
262989520268570624	y
262989521405218816	y
262990112529465344	y
262990322777346048	y
262990752592834560	y
262990808863604737	y
262991056054939648	y
262991168483233792	y
262991618133594112	y
262991928684072960	y
262992318766915585	y
262992662515286017	y
262993087134040065	y
262993872311951360	y
262994467504656384	y
262994621192339456	y
262994731942948864	y
262995873460523008	y
262996709913812992	n
262998169305096192	y
262998264431923202	y
263005111792586752	y
263008283097444352	n
263008550777913344	y
263009333414092800	y
263010471601377281	y
263015208233095169	y
263017648567222272	y
263020085831155713	y
263028774239617027	n
263030155398762497	y
263031960094511104	n
263044927829721088	n
263048782793555969	y
263051340324958208	n
263051815661228032	n
263052660536659972	y
263054026239774720	y
263061215478169602	y
263064504076750849	y
263078080078303232	y
263079230324232192	y
263084803308548097	y
263086575016091649	y
263087245416882176	y
263088058293952513	y
263088098521518080	y
263088189839917056	y
263088406031126528	n
263089179850846208	y
263089341159571457	y
263092633482711040	y
263101375993483265	y
263102050294976512	y
263105312578498560	y
263106252488445953	y
263106261279711232	y
263106579795165184	y
263106969118863360	n
263107171972157441	y
263110597036621824	n
263111360697741313	n
263111638469718018	y
263112100833013760	y
263115300990513152	y
263115642650112000	y
263115976940347393	y
263118523063222273	y
263119133661609984	y
263121366486753281	n
263128351894552576	y
263144628990115840	y
263145633765019648	y
263148889975181313	y
263149947380195329	y
263154859728048128	y
263173717314650112	n
263176142490587136	n
263180919781871616	y
263195777659179008	y
263223764177793024	n
263226872031244288	y
263235582115840000	n
263240784722141185	y
263243381625458688	y
263243608084340736	y
263249079834918912	n
263253609146372096	y
263253638514892800	y
263254429418024960	y
263262981658402816	n
263262982451101697	n
263265585285177344	y
263271843081900032	n
263275624532148227	y
263278363647549440	y
263278364486422528	n
263278365396586497	n
263279843540602880	y
263282860855812096	y
263287854606725123	y
263288352105693184	y
263290204356476928	y
263291041472471040	y
263292520375664642	n
263292561068797952	y
263292588998668288	y
263294586410106881	y
263298130529906688	y
263299003070943232	n
263300869439758336	y
263301861237485568	n
263304719693385728	n
263304871225225217	n
263306571071762432	y
263307364285939712	y
263307433529716736	y
263307626828414977	y
263310455458652161	n
263312113429250048	y
263312944710971393	n
263316194243801088	y
263316734621130753	n
263320145433329664	y
263321023351500800	n
263322259668733954	y
263323597165191168	n
263324186737520641	y
263324265879859200	y
263324703685492737	n
263324732412264448	y
263324820257796096	y
263326717257584641	y
263326911852339201	n
263327040571334657	n
263328676911915008	y
263331899362131969	y
263332291034636288	y
263336118676770816	y
263336367893929985	y
263337157219979265	y
263339341781286912	y
263343436894203905	y
263343536932540418	y
263343608076308480	y
263344426653478912	y
263348056039231488	y
263349884290207747	y
263359839768555521	y
263360526015397888	y
263360628041871361	n
263360948549599232	n
263361760260653056	y
263363969450901504	n
263364125281890304	y
263364409852825600	n
